student_id,age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_tools_used,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,performance_category
168,24,Female,2nd Year,4.9,1,50,ChatGPT,Coding,7,81,5,7,28,44.0,93.5,5,6.8,-10.6,4.1,5.9,2.3,2,42.3,1,Low
169,22,Male,12th,4.8,1,0,Copilot,None,2,37,14,9,47,72.3,67.6,4,7.0,17.1,6.3,0.0,1.1,6,57.0,1,Medium
170,18,Female,11th,1.6,1,119,ChatGPT,Notes,10,11,20,6,37,37.8,99.8,1,3.7,-19.0,8.6,5.5,0.5,2,30.2,0,Low
171,14,Female,12th,4.1,1,29,ChatGPT,Notes,3,66,36,8,34,76.5,48.2,2,1.8,5.7,6.4,5.3,0.9,10,35.5,0,Low
172,16,Female,10th,1.6,0,16,Gemini,Doubt Solving,1,24,69,6,94,73.4,91.4,4,8.2,39.1,6.3,2.7,2.2,10,76.8,1,High
173,23,Female,2nd Year,3.7,0,150,ChatGPT+Gemini,None,2,34,53,2,24,46.9,61.8,9,6.7,39.7,6.8,4.8,3.6,4,53.5,1,Medium
174,21,Male,3rd Year,4.2,0,101,ChatGPT+Gemini,None,3,15,28,3,60,91.3,87.7,4,6.4,26.4,4.8,5.7,0.9,3,69.0,1,Medium
175,24,Female,2nd Year,6.0,1,121,ChatGPT+Gemini,Homework,5,44,57,1,95,86.5,69.9,8,6.4,-2.1,8.0,1.9,3.4,6,85.8,1,High
176,19,Male,11th,0.7,0,151,ChatGPT+Gemini,Exam Prep,6,12,88,5,93,81.7,71.4,2,7.5,-8.1,4.2,2.8,1.5,7,78.2,1,High
177,21,Female,3rd Year,1.0,1,85,ChatGPT,Notes,7,23,86,6,92,62.2,72.0,1,3.1,-17.8,4.3,0.8,3.1,10,63.4,1,Medium
178,22,Female,2nd Year,0.9,1,68,ChatGPT+Gemini,None,5,75,101,6,85,45.9,54.5,9,4.7,5.1,4.3,1.8,2.4,7,61.0,1,Medium
179,17,Male,11th,2.7,1,88,ChatGPT,Coding,5,1,90,2,92,84.8,43.2,10,3.0,7.6,8.0,5.3,4.4,5,90.9,1,High
180,14,Other,1st Year,5.0,0,179,Copilot,None,8,89,105,1,70,45.0,79.2,6,1.6,-15.2,5.8,1.1,4.6,7,56.4,1,Medium
181,14,Female,10th,5.1,1,70,Claude,Coding,1,9,86,7,35,64.1,41.5,10,9.2,32.1,7.2,5.7,1.9,3,56.7,1,Medium
182,23,Male,12th,4.6,1,57,Claude,Coding,9,18,18,4,84,56.5,83.6,5,1.4,19.0,4.4,3.4,1.8,3,65.3,1,Medium
183,17,Female,12th,5.4,0,149,Copilot,Doubt Solving,3,85,91,9,76,44.1,59.4,3,1.4,2.8,7.8,4.2,3.1,3,59.1,1,Medium
184,20,Male,12th,2.3,0,58,ChatGPT,Homework,6,23,33,8,56,73.0,63.8,9,3.9,31.3,5.7,2.4,1.5,3,69.9,1,Medium
185,15,Female,1st Year,1.0,1,171,ChatGPT+Gemini,Exam Prep,4,89,57,6,58,98.7,85.2,2,3.9,4.7,5.1,1.4,2.9,3,61.7,1,Medium
186,16,Female,10th,0.8,1,36,Gemini,Coding,2,60,70,10,84,63.3,49.1,10,1.4,30.9,7.6,2.9,2.1,8,71.5,1,Medium
187,14,Other,2nd Year,5.2,0,161,ChatGPT,Coding,6,4,114,3,68,65.0,79.0,8,7.9,9.7,4.3,1.8,2.4,10,59.2,1,Medium
188,18,Female,2nd Year,4.5,0,99,ChatGPT,Notes,10,79,12,8,66,56.1,74.4,4,2.1,18.1,6.4,3.1,4.0,10,56.4,1,Medium
189,14,Male,10th,4.3,0,112,Copilot,Homework,8,100,3,10,59,46.0,65.0,7,1.8,-13.5,5.9,0.6,0.6,2,45.7,1,Low
190,21,Female,3rd Year,2.4,1,167,Copilot,Notes,4,33,10,1,33,49.8,77.5,8,1.8,-4.5,7.7,5.5,0.7,5,52.4,1,Medium
191,14,Male,10th,2.6,1,19,Gemini,Doubt Solving,8,91,49,9,59,91.3,61.6,1,6.8,19.1,7.2,1.6,0.6,8,45.6,1,Low
192,24,Female,12th,5.8,1,16,ChatGPT+Gemini,Doubt Solving,7,63,20,10,67,96.4,55.9,10,2.5,4.6,8.5,3.8,3.1,3,80.7,1,High
193,14,Female,2nd Year,0.9,1,179,Claude,Exam Prep,1,11,59,9,51,87.8,45.4,1,6.2,-12.0,7.6,3.9,4.3,1,59.6,1,Medium
194,15,Male,10th,4.8,1,3,None,Doubt Solving,5,58,20,10,58,31.9,75.4,9,2.8,-10.8,6.1,1.5,4.5,7,57.2,1,Medium
195,15,Male,2nd Year,2.2,1,49,ChatGPT+Gemini,Exam Prep,8,20,42,8,52,72.5,97.6,9,8.5,22.5,4.9,6.0,2.6,1,64.0,1,Medium
196,19,Female,10th,0.7,0,81,ChatGPT+Gemini,Notes,6,95,44,10,49,68.4,88.3,10,2.7,21.1,6.3,2.9,3.2,10,67.0,1,Medium
197,20,Female,11th,4.6,1,49,None,Coding,9,88,41,4,45,84.2,45.6,1,4.9,23.3,4.8,4.5,3.5,7,43.9,1,Low
198,18,Male,12th,2.3,0,15,None,Coding,7,77,25,9,62,84.6,53.2,5,6.0,23.3,4.6,0.2,2.3,9,59.3,1,Medium
199,14,Male,10th,4.5,1,71,ChatGPT,Homework,2,46,30,9,74,60.7,79.0,4,8.9,37.7,4.2,1.4,3.3,7,65.3,1,Medium
200,14,Male,1st Year,4.4,0,60,Gemini,Doubt Solving,1,52,48,10,63,50.1,40.1,10,2.9,38.2,6.7,0.6,1.8,9,56.8,1,Medium
201,16,Female,10th,3.4,0,43,ChatGPT,Homework,9,98,67,5,97,36.8,73.8,4,6.6,6.0,6.8,2.1,3.1,7,54.9,1,Medium
202,15,Male,11th,4.8,0,145,Copilot,Homework,5,72,2,6,95,72.8,98.4,2,1.3,26.6,7.3,4.5,2.5,8,63.0,1,Medium
203,18,Female,1st Year,3.7,1,49,None,Coding,2,93,38,7,22,49.2,61.1,5,8.0,24.2,8.4,0.8,0.8,7,36.1,0,Low
204,23,Male,1st Year,2.1,1,79,Claude,Doubt Solving,4,92,47,9,26,97.5,93.6,2,5.7,-9.6,8.6,2.5,4.2,5,48.1,1,Low
205,19,Female,10th,4.5,1,29,Gemini,Coding,10,38,20,7,77,33.3,46.5,3,9.5,26.9,5.7,1.2,1.3,5,45.2,1,Low
206,20,Male,11th,3.7,1,48,Gemini,None,6,30,101,1,29,97.5,42.8,8,8.0,30.6,7.2,1.4,0.5,9,59.3,1,Medium
207,17,Female,1st Year,0.6,1,97,ChatGPT+Gemini,Homework,9,77,17,9,29,64.7,60.8,9,4.6,-17.7,6.3,0.3,4.2,8,51.7,1,Medium
208,20,Male,12th,5.5,1,148,ChatGPT,Doubt Solving,8,80,96,6,61,72.5,74.7,9,4.7,11.5,7.8,3.0,4.3,7,67.4,1,Medium
209,24,Female,3rd Year,3.5,0,149,ChatGPT+Gemini,None,6,88,114,2,53,70.8,90.1,7,1.1,-5.1,7.6,1.0,0.2,2,69.8,1,Medium
210,21,Male,12th,5.3,1,174,ChatGPT+Gemini,None,4,45,105,10,45,82.7,51.1,4,8.5,36.0,5.0,1.8,4.7,6,62.1,1,Medium
211,24,Female,2nd Year,5.4,0,24,Gemini,None,10,56,34,9,79,36.4,55.7,9,8.2,-15.0,4.9,2.1,0.4,6,60.6,1,Medium
212,14,Female,2nd Year,2.9,1,55,Claude,Coding,5,36,31,1,21,92.1,68.7,1,6.1,19.5,4.6,1.4,1.0,8,39.8,0,Low
213,19,Male,11th,3.3,1,155,Copilot,Exam Prep,4,26,54,5,92,85.4,60.8,2,4.4,18.9,4.6,2.9,0.0,3,72.9,1,Medium
214,21,Female,1st Year,2.8,1,160,ChatGPT+Gemini,None,4,81,10,9,64,89.5,40.3,10,8.2,-12.8,5.2,0.5,0.1,9,78.6,1,High
215,18,Female,12th,3.0,0,3,None,Exam Prep,8,28,102,1,24,64.0,59.8,5,6.5,25.9,5.7,4.2,0.4,2,44.4,1,Low
216,17,Male,12th,5.4,1,11,Claude,Notes,4,17,57,2,45,78.8,55.6,5,2.7,-3.7,7.1,1.7,4.4,6,57.2,1,Medium
217,15,Male,3rd Year,4.8,1,144,None,Notes,3,3,94,7,98,62.0,70.3,5,3.2,21.5,7.7,3.1,0.3,5,77.4,1,High
218,19,Male,11th,1.2,1,35,ChatGPT+Gemini,Doubt Solving,2,83,93,10,44,39.1,47.0,8,6.5,-5.0,4.7,0.7,3.7,6,48.3,1,Low
219,19,Female,1st Year,3.9,1,15,Claude,Notes,10,0,37,2,45,51.1,81.1,10,7.1,3.5,5.3,0.2,2.9,1,55.2,1,Medium
220,24,Female,11th,6.0,0,150,ChatGPT,Doubt Solving,1,23,45,9,41,49.5,57.6,2,2.0,-0.2,7.0,2.1,3.9,7,40.2,1,Low
221,14,Male,10th,3.8,1,120,None,Homework,5,41,19,9,38,41.6,53.8,10,8.6,16.2,7.8,4.0,4.2,7,53.9,1,Medium
222,22,Female,12th,4.8,0,136,Copilot,Exam Prep,4,59,103,10,29,46.9,58.3,9,5.5,17.3,8.1,2.7,2.1,2,50.1,1,Medium
223,24,Female,11th,4.7,1,77,Gemini,Doubt Solving,10,23,25,8,61,64.9,67.6,5,2.8,11.3,5.9,4.2,0.8,9,58.6,1,Medium
224,19,Female,11th,2.4,0,54,ChatGPT,Homework,9,55,10,2,50,59.6,93.3,7,6.1,-11.1,6.2,3.9,0.0,6,59.0,1,Medium
225,16,Female,3rd Year,2.5,1,72,ChatGPT+Gemini,Exam Prep,9,68,65,10,50,53.0,81.2,9,8.9,18.7,7.4,4.3,4.4,1,55.1,1,Medium
226,17,Female,10th,4.5,1,63,ChatGPT+Gemini,Coding,5,89,102,3,94,93.5,50.6,5,1.5,-5.7,5.4,5.1,2.7,5,69.4,1,Medium
227,24,Female,2nd Year,3.2,1,174,Copilot,Homework,5,17,80,3,55,84.5,80.4,4,3.0,5.7,4.4,1.6,2.6,10,59.0,1,Medium
228,17,Male,12th,3.6,1,89,None,Coding,6,99,87,8,85,30.2,49.2,9,6.1,39.1,6.2,0.0,3.7,7,49.5,1,Low
229,16,Female,3rd Year,4.4,0,137,None,Notes,4,64,93,8,51,69.9,59.1,8,1.0,30.7,8.9,0.3,1.6,10,61.5,1,Medium
230,23,Female,11th,4.8,1,88,Copilot,Doubt Solving,6,9,36,6,86,79.0,67.8,3,2.6,-3.5,5.9,1.3,5.0,8,64.1,1,Medium
231,16,Male,12th,2.0,1,3,Copilot,Exam Prep,8,16,5,7,82,33.7,78.2,4,3.1,-6.9,5.5,0.7,2.8,4,46.4,1,Low
232,16,Female,2nd Year,1.3,1,29,ChatGPT+Gemini,Notes,5,57,53,1,42,38.0,68.2,9,9.0,14.1,8.1,1.7,0.4,9,41.5,1,Low
233,17,Female,11th,2.1,0,138,ChatGPT+Gemini,Homework,8,34,112,8,69,49.5,75.0,1,5.7,-14.8,8.6,3.6,0.9,5,49.9,1,Low
234,20,Female,10th,3.3,0,50,Gemini,Notes,8,3,86,7,84,73.0,81.0,7,6.7,8.8,7.9,4.6,1.5,3,68.6,1,Medium
235,17,Male,12th,2.4,0,146,Copilot,Coding,3,43,46,5,88,94.6,97.7,10,1.0,7.3,6.6,0.9,0.8,1,83.4,1,High
236,22,Male,3rd Year,3.6,1,140,Claude,Coding,6,90,98,5,63,64.0,94.3,3,4.5,39.6,8.4,3.5,4.5,9,52.1,1,Medium
237,14,Female,10th,0.8,0,130,Gemini,None,1,74,113,2,77,98.8,70.4,10,5.0,-18.1,6.9,5.4,2.3,3,77.0,1,High
238,21,Female,2nd Year,3.3,1,111,Claude,Doubt Solving,5,66,46,1,76,95.6,84.6,7,8.5,32.6,5.5,4.5,2.1,10,76.1,1,High
239,20,Male,2nd Year,2.5,1,77,ChatGPT,Notes,7,27,118,9,56,74.6,66.3,9,2.8,36.1,8.7,0.9,3.8,3,71.8,1,Medium
240,15,Female,12th,3.4,1,165,Copilot,None,5,10,25,10,84,62.1,98.0,10,1.6,18.9,7.3,3.9,4.1,7,75.5,1,High
241,21,Female,2nd Year,2.8,0,26,Gemini,Exam Prep,3,2,24,3,37,77.7,44.7,1,8.4,12.4,4.7,2.9,1.3,3,45.6,1,Low
242,14,Male,1st Year,2.1,1,87,None,Coding,2,99,35,5,24,85.4,52.3,4,2.9,-11.4,5.7,1.5,0.2,6,52.3,1,Medium
243,24,Male,3rd Year,5.5,1,137,Gemini,Homework,2,2,118,8,45,96.0,55.5,3,7.2,21.0,7.3,3.2,0.7,5,59.3,1,Medium
244,22,Male,12th,1.5,1,117,ChatGPT,Notes,9,24,20,7,52,82.7,56.9,6,1.8,24.7,8.2,1.0,4.3,9,63.1,1,Medium
245,22,Female,1st Year,4.2,1,154,ChatGPT,Exam Prep,2,75,105,7,61,57.4,56.5,4,7.1,21.4,8.9,1.9,2.1,8,61.9,1,Medium
246,15,Male,2nd Year,5.6,0,6,ChatGPT,Exam Prep,7,11,57,10,46,64.5,76.3,5,4.8,-15.2,5.0,2.2,1.1,2,52.7,1,Medium
247,20,Male,12th,3.5,1,114,Gemini,Exam Prep,9,48,42,10,73,33.3,93.6,5,9.4,27.2,8.0,2.0,4.9,2,52.3,1,Medium
248,23,Male,1st Year,5.3,0,91,ChatGPT+Gemini,Exam Prep,3,55,22,10,98,32.0,44.0,3,2.8,-6.3,4.6,0.5,1.1,1,61.5,1,Medium
249,16,Male,2nd Year,1.2,1,89,Claude,None,7,52,64,4,94,49.7,89.9,7,1.6,-4.3,7.4,2.5,4.0,1,67.2,1,Medium
250,20,Male,11th,3.2,1,81,None,Coding,1,95,58,10,43,86.4,58.0,6,5.8,3.5,4.5,5.1,5.0,1,50.1,1,Medium
251,23,Male,11th,3.0,0,12,None,Doubt Solving,6,9,60,4,22,52.3,75.4,9,9.3,19.7,6.8,5.0,0.7,6,33.2,0,Low
252,22,Female,10th,0.5,1,71,Claude,Notes,2,18,73,10,58,38.2,79.5,5,2.8,13.9,6.6,2.5,3.4,7,58.3,1,Medium
253,17,Female,11th,2.9,1,90,None,Coding,10,46,88,6,90,54.9,73.7,3,8.5,22.2,8.5,0.1,4.2,9,57.3,1,Medium
254,14,Male,1st Year,2.5,1,141,ChatGPT,Doubt Solving,1,53,85,10,31,51.4,45.7,5,4.1,19.5,6.7,3.5,4.6,1,38.9,0,Low
255,15,Male,3rd Year,4.2,0,104,None,Exam Prep,5,6,110,4,52,99.3,69.0,10,1.9,22.1,7.6,3.6,1.5,4,66.8,1,Medium
256,14,Other,11th,5.7,0,43,ChatGPT+Gemini,Homework,6,87,71,7,41,98.0,43.8,9,6.3,-2.1,8.3,5.1,0.4,7,67.1,1,Medium
257,18,Male,12th,1.0,1,83,ChatGPT+Gemini,Exam Prep,2,38,104,2,54,81.6,40.2,5,5.7,21.1,4.7,5.0,0.2,7,65.5,1,Medium
258,18,Male,12th,2.3,0,27,ChatGPT,Doubt Solving,4,31,63,7,33,88.0,52.1,7,8.5,27.8,4.6,4.6,1.8,3,65.9,1,Medium
259,24,Male,12th,2.9,1,22,Copilot,Doubt Solving,3,22,32,3,45,47.8,57.8,1,1.9,-16.7,4.6,5.1,0.8,5,44.3,1,Low
260,20,Male,11th,3.0,0,11,Gemini,Homework,1,49,116,8,73,67.6,81.2,7,6.8,36.5,5.6,1.5,1.8,8,66.3,1,Medium
261,22,Female,11th,4.8,0,151,Copilot,None,1,18,75,5,60,99.9,63.1,4,6.6,-17.1,5.9,3.4,4.5,5,73.9,1,Medium
262,22,Male,10th,2.9,1,50,ChatGPT+Gemini,Coding,3,66,47,9,64,52.6,69.4,5,10.0,25.3,4.2,5.6,1.2,2,51.2,1,Medium
263,16,Female,3rd Year,0.6,1,107,ChatGPT,None,2,24,38,4,50,99.0,75.9,8,4.0,18.7,5.2,3.2,2.9,8,72.2,1,Medium
264,16,Male,3rd Year,4.4,1,149,Gemini,Homework,2,24,11,5,88,43.2,42.0,8,1.4,-0.9,4.0,5.3,4.9,2,67.5,1,Medium
265,16,Male,2nd Year,5.4,1,61,Claude,Exam Prep,10,5,75,1,36,73.4,60.9,5,4.7,8.7,5.0,5.4,1.9,2,53.7,1,Medium
266,17,Female,10th,3.3,1,25,None,Notes,5,96,10,3,79,84.7,65.6,2,5.2,35.1,6.0,0.4,1.1,6,57.6,1,Medium
267,21,Male,1st Year,3.7,1,57,ChatGPT+Gemini,Coding,5,96,47,4,23,71.5,55.7,6,4.3,31.2,7.8,5.5,4.7,10,30.3,0,Low
268,19,Female,12th,1.4,1,142,Gemini,Notes,7,14,7,9,29,51.6,62.6,6,6.7,1.9,9.0,0.6,2.9,9,51.3,1,Medium
269,21,Male,11th,1.7,1,67,Gemini,Notes,5,62,50,8,28,87.0,69.6,1,3.4,3.3,5.0,2.4,0.3,5,32.9,0,Low
270,14,Female,2nd Year,1.8,1,5,Copilot,Coding,3,19,7,2,80,44.1,75.3,5,2.6,-7.1,7.5,4.5,0.6,2,63.7,1,Medium
271,21,Male,2nd Year,2.9,1,110,Claude,Exam Prep,10,42,100,6,41,60.1,57.4,4,5.1,5.3,5.8,0.4,2.9,7,59.5,1,Medium
272,17,Female,11th,5.6,1,129,Copilot,None,6,95,112,4,40,49.6,81.9,1,7.5,19.3,8.2,2.4,2.4,7,29.3,0,Low
273,24,Male,10th,3.4,0,158,Copilot,Doubt Solving,3,87,79,5,42,64.7,91.6,8,9.0,7.1,5.7,1.4,2.2,5,55.7,1,Medium
274,14,Female,2nd Year,1.6,0,23,Copilot,Exam Prep,8,66,99,10,80,57.1,48.0,8,7.0,23.5,5.5,4.2,2.7,5,67.1,1,Medium
275,21,Male,3rd Year,2.0,0,34,Copilot,None,6,3,81,9,31,42.5,57.4,2,4.4,28.4,6.7,5.2,1.8,6,34.0,0,Low
276,17,Female,10th,2.6,0,46,ChatGPT+Gemini,Doubt Solving,7,5,107,4,36,81.9,60.8,10,7.7,-0.8,9.0,4.6,4.2,5,65.4,1,Medium
277,19,Male,11th,3.9,0,30,Claude,Doubt Solving,3,58,84,5,74,42.4,46.3,9,2.7,19.5,5.8,3.3,4.7,9,70.2,1,Medium
278,21,Female,10th,2.9,1,88,Copilot,Coding,7,51,67,7,40,68.2,76.7,3,7.8,12.6,5.0,5.1,1.6,5,41.5,1,Low
279,17,Male,3rd Year,2.7,1,75,ChatGPT+Gemini,Coding,9,18,113,7,73,86.3,52.6,3,5.3,-13.8,7.5,5.1,3.4,8,73.8,1,Medium
280,16,Male,12th,3.6,0,117,None,Homework,8,25,70,6,66,63.8,94.4,4,3.4,-2.6,8.5,3.0,1.9,4,58.0,1,Medium
281,22,Female,11th,1.8,1,129,ChatGPT+Gemini,None,2,47,97,3,60,92.1,48.3,7,7.2,-12.7,8.2,5.1,0.8,9,64.9,1,Medium
282,16,Male,3rd Year,0.9,1,103,Gemini,Notes,10,88,97,1,34,60.0,83.6,2,4.7,28.2,8.4,5.4,1.0,6,24.8,0,Low
283,22,Male,11th,0.6,1,58,Gemini,Notes,10,54,108,9,78,97.9,79.4,10,6.6,22.0,4.2,0.1,1.2,3,84.0,1,High
284,15,Female,3rd Year,1.9,1,95,ChatGPT,Notes,2,88,35,6,34,31.7,68.1,2,7.0,28.2,4.4,5.3,2.5,8,24.6,0,Low
285,15,Other,3rd Year,1.0,1,62,ChatGPT+Gemini,Notes,7,58,100,3,48,85.4,71.0,9,4.5,18.5,8.0,0.3,1.3,8,62.7,1,Medium
286,15,Male,2nd Year,2.3,0,144,ChatGPT,Homework,10,73,29,1,30,79.6,49.6,4,9.9,11.1,6.1,1.8,2.6,10,47.4,1,Low
287,19,Female,2nd Year,4.8,0,53,ChatGPT+Gemini,Doubt Solving,4,37,89,6,48,72.8,41.7,7,5.1,8.5,6.3,3.3,0.0,1,54.3,1,Medium
288,16,Female,2nd Year,4.4,0,124,Copilot,Homework,9,83,11,3,75,50.7,96.6,9,9.9,0.2,6.0,1.5,1.6,8,64.8,1,Medium
289,22,Male,12th,3.9,1,148,Copilot,None,6,4,74,1,72,72.8,42.2,7,3.1,32.5,4.8,5.3,2.0,3,68.6,1,Medium
290,17,Female,12th,5.2,1,21,ChatGPT,Coding,9,41,28,5,22,71.6,74.6,5,2.5,8.0,8.7,4.7,3.1,5,50.4,1,Medium
291,14,Female,3rd Year,2.1,0,124,Copilot,Exam Prep,3,34,2,1,32,40.5,88.8,1,6.7,-7.1,7.7,2.9,0.2,1,31.6,0,Low
292,17,Other,1st Year,5.4,0,96,Copilot,Doubt Solving,6,68,61,3,57,91.6,40.3,9,5.9,24.8,5.6,5.0,4.6,10,71.5,1,Medium
293,14,Male,11th,2.7,1,115,Gemini,Doubt Solving,6,98,10,3,89,67.4,62.9,8,5.9,0.2,7.0,4.9,1.6,5,69.6,1,Medium
294,18,Female,2nd Year,2.7,1,28,Copilot,Homework,8,2,72,6,30,36.2,58.3,5,10.0,-6.6,6.6,2.0,2.5,2,38.2,0,Low
295,17,Male,11th,2.7,1,148,Gemini,Coding,7,40,89,4,42,57.4,52.5,9,1.0,27.5,6.4,0.4,3.5,6,62.3,1,Medium
296,21,Male,3rd Year,1.0,1,1,Claude,Coding,3,31,117,8,92,45.2,49.9,8,5.1,6.8,8.8,3.6,1.8,6,72.4,1,Medium
297,21,Male,10th,5.9,1,41,ChatGPT+Gemini,None,1,35,58,3,75,41.8,62.6,4,3.8,-7.8,6.3,4.7,3.1,2,60.2,1,Medium
298,20,Other,3rd Year,1.3,0,51,Gemini,Doubt Solving,2,29,71,8,36,96.2,48.6,2,4.9,20.3,7.1,5.6,2.5,4,57.2,1,Medium
299,16,Female,12th,2.4,1,37,None,Homework,10,38,84,7,28,77.2,51.7,9,9.4,29.0,5.3,0.2,2.4,7,56.3,1,Medium
300,14,Female,1st Year,2.3,0,130,None,Notes,2,92,71,2,47,51.1,72.8,9,8.3,4.0,5.8,2.4,0.9,8,60.4,1,Medium
301,14,Female,10th,0.9,1,152,Gemini,Doubt Solving,1,89,41,8,98,77.5,54.4,7,2.8,-6.0,6.9,4.1,2.0,9,73.3,1,Medium
302,24,Male,11th,1.3,1,76,Gemini,Notes,4,88,5,1,38,86.2,44.6,8,7.3,-18.5,8.6,2.7,1.0,1,61.2,1,Medium
303,16,Male,12th,0.7,0,142,None,Exam Prep,6,59,54,9,23,52.2,91.9,4,6.2,32.1,8.9,1.3,4.0,7,43.5,1,Low
304,19,Male,2nd Year,2.1,1,104,ChatGPT+Gemini,Coding,4,55,81,7,66,98.9,66.0,10,4.7,6.9,8.0,3.6,0.7,7,73.3,1,Medium
305,20,Male,10th,5.3,1,9,ChatGPT+Gemini,Doubt Solving,4,75,5,6,66,91.7,89.8,4,4.1,33.3,8.1,5.3,0.2,4,65.6,1,Medium
306,19,Female,12th,2.4,0,119,ChatGPT+Gemini,Exam Prep,9,81,20,8,50,85.8,43.1,1,6.4,22.3,4.6,5.7,2.0,9,45.6,1,Low
307,19,Female,11th,1.2,0,126,None,Notes,2,57,43,9,24,80.1,78.2,9,5.2,9.7,8.5,6.0,0.1,3,61.7,1,Medium
308,19,Male,3rd Year,4.1,0,113,Copilot,Doubt Solving,1,25,111,8,52,32.7,89.1,10,5.9,21.9,8.7,2.3,1.8,9,57.3,1,Medium
309,16,Male,11th,6.0,1,68,Gemini,Exam Prep,7,78,119,6,67,31.6,81.8,9,8.0,-1.3,5.2,1.2,3.9,6,60.0,1,Medium
310,19,Male,10th,1.8,1,108,ChatGPT+Gemini,Doubt Solving,5,4,116,4,51,41.5,90.6,5,9.7,-8.2,6.5,4.8,4.0,4,44.3,1,Low
311,21,Male,10th,2.0,1,43,Claude,Exam Prep,5,55,47,9,98,94.2,46.7,7,4.7,-11.0,6.0,4.1,1.9,8,82.5,1,High
312,24,Female,3rd Year,5.8,1,168,None,Exam Prep,2,32,86,8,78,45.2,50.3,3,4.8,35.0,7.7,4.5,3.1,2,43.0,1,Low
313,24,Female,10th,1.5,1,19,ChatGPT+Gemini,Notes,6,8,35,8,83,79.1,49.6,8,8.6,24.7,4.8,2.2,3.1,8,70.6,1,Medium
314,15,Female,1st Year,3.3,1,106,ChatGPT,Coding,5,31,81,3,66,98.6,78.1,9,2.2,36.2,7.7,1.3,2.2,1,80.4,1,High
315,18,Male,2nd Year,1.8,1,164,ChatGPT,Homework,5,76,90,10,28,95.6,99.8,8,8.2,25.8,8.2,4.7,2.7,3,59.2,1,Medium
316,14,Male,12th,5.6,1,166,Gemini,Exam Prep,6,27,44,9,54,58.0,64.9,5,4.5,3.2,4.6,2.7,3.1,3,45.9,1,Low
317,14,Male,3rd Year,5.9,1,118,Gemini,Coding,2,22,2,7,66,77.7,94.8,6,4.7,36.3,5.2,4.1,2.2,8,66.3,1,Medium
318,18,Female,11th,5.0,0,108,Gemini,None,5,87,58,1,36,83.2,93.5,3,3.7,15.3,4.6,5.2,4.7,7,46.3,1,Low
319,16,Female,11th,2.2,0,7,Copilot,Homework,1,94,11,2,20,68.5,88.7,3,2.1,36.1,8.0,2.1,4.3,1,44.6,1,Low
320,17,Male,2nd Year,2.7,0,42,None,Notes,8,68,83,2,74,66.6,68.8,7,7.7,-7.3,4.1,4.6,3.5,3,72.4,1,Medium
321,16,Female,10th,1.8,1,137,ChatGPT,Doubt Solving,1,61,18,1,30,45.6,59.1,9,9.1,2.4,8.5,2.7,2.8,2,52.5,1,Medium
322,14,Female,10th,5.4,1,40,ChatGPT,Coding,7,47,22,1,52,77.3,43.4,9,5.5,2.5,6.7,3.7,3.5,6,62.6,1,Medium
323,14,Female,11th,5.5,0,131,Gemini,Doubt Solving,6,65,4,4,89,50.6,68.7,2,2.7,-19.7,5.1,5.0,4.2,8,52.5,1,Medium
324,18,Female,2nd Year,2.8,1,131,None,Doubt Solving,8,61,50,7,75,51.6,92.4,7,3.8,21.5,4.8,1.8,0.6,1,64.5,1,Medium
325,19,Female,11th,4.1,1,23,ChatGPT,Homework,5,93,18,6,83,48.6,68.9,8,1.8,33.9,4.8,5.0,0.6,7,59.2,1,Medium
326,16,Female,10th,1.4,1,20,ChatGPT,None,6,68,11,7,77,34.6,40.1,1,8.5,35.1,5.3,1.2,1.9,7,43.2,1,Low
327,22,Male,3rd Year,2.9,0,137,Copilot,Coding,4,55,91,8,39,89.1,87.7,10,5.7,27.8,4.4,2.5,4.7,7,68.2,1,Medium
328,18,Male,12th,4.0,1,45,Claude,Exam Prep,10,73,56,8,37,90.4,47.7,4,9.8,-4.7,8.0,1.7,0.7,3,52.8,1,Medium
329,21,Male,10th,2.6,0,120,Gemini,None,10,35,36,3,97,80.7,49.9,9,8.0,3.1,5.4,0.1,2.6,2,76.4,1,High
330,14,Male,3rd Year,2.5,0,43,Claude,Homework,1,35,33,7,64,94.9,54.0,9,7.5,-0.1,4.1,0.1,1.1,1,77.7,1,High
331,18,Female,12th,0.5,1,99,Claude,Coding,7,55,79,6,62,74.2,51.7,5,4.9,7.0,8.0,1.2,0.8,2,55.0,1,Medium
332,16,Female,1st Year,4.9,1,32,Copilot,Exam Prep,2,6,62,8,39,74.8,83.0,7,4.1,7.4,6.9,3.9,4.4,4,52.7,1,Medium
333,14,Male,2nd Year,5.4,0,93,ChatGPT,Doubt Solving,1,92,116,3,76,92.1,96.4,6,3.5,33.4,4.2,3.2,3.5,10,65.3,1,Medium
334,17,Female,3rd Year,5.8,1,35,Gemini,Notes,1,31,3,9,46,44.6,47.0,4,9.9,-13.7,5.1,1.9,3.2,4,40.0,1,Low
